0 [1.00e+00, 1.00e+00, 1.00e+00]
600 [3.96e-01, 1.29e+00, 4.72e-01]
1200 [2.46e-01, 1.77e+00, 2.74e-01]
1800 [3.65e-01, 2.46e+00, 1.81e-01]
2400 [3.97e-01, 3.18e+00, 1.48e-01]
3000 [4.24e-01, 3.89e+00, 1.37e-01]
3600 [4.56e-01, 4.57e+00, 1.34e-01]
4200 [4.87e-01, 5.23e+00, 1.30e-01]
4800 [5.13e-01, 5.89e+00, 1.26e-01]
5400 [5.41e-01, 6.55e+00, 1.24e-01]
6000 [5.70e-01, 7.21e+00, 1.24e-01]
6600 [6.03e-01, 7.87e+00, 1.29e-01]
7200 [6.41e-01, 8.56e+00, 1.43e-01]
7800 [7.03e-01, 9.31e+00, 2.43e-01]
8400 [2.03e+00, 1.04e+01, 1.54e+00]
9000 [2.99e+00, 1.11e+01, 2.08e+00]
9600 [3.74e+00, 1.17e+01, 2.43e+00]
10200 [4.38e+00, 1.22e+01, 2.64e+00]
10800 [4.95e+00, 1.26e+01, 2.76e+00]
11400 [5.48e+00, 1.31e+01, 2.80e+00]
12000 [5.97e+00, 1.34e+01, 2.80e+00]
12600 [6.44e+00, 1.38e+01, 2.77e+00]
13200 [6.87e+00, 1.41e+01, 2.75e+00]
13800 [7.29e+00, 1.44e+01, 2.72e+00]
14400 [7.68e+00, 1.46e+01, 2.70e+00]
15000 [8.05e+00, 1.47e+01, 2.68e+00]
15600 [8.39e+00, 1.48e+01, 2.67e+00]
16200 [8.69e+00, 1.49e+01, 2.67e+00]
16800 [8.96e+00, 1.49e+01, 2.67e+00]
17400 [9.18e+00, 1.49e+01, 2.67e+00]
18000 [9.36e+00, 1.49e+01, 2.67e+00]
18600 [9.49e+00, 1.49e+01, 2.67e+00]
19200 [9.58e+00, 1.49e+01, 2.67e+00]
19800 [9.64e+00, 1.50e+01, 2.67e+00]
20400 [9.69e+00, 1.50e+01, 2.67e+00]
21000 [9.73e+00, 1.50e+01, 2.67e+00]
21600 [9.76e+00, 1.50e+01, 2.67e+00]
22200 [9.79e+00, 1.50e+01, 2.67e+00]
22800 [9.81e+00, 1.50e+01, 2.67e+00]
23400 [9.84e+00, 1.50e+01, 2.67e+00]
24000 [9.86e+00, 1.50e+01, 2.67e+00]
24600 [9.89e+00, 1.50e+01, 2.66e+00]
25200 [9.90e+00, 1.50e+01, 2.67e+00]
25800 [9.91e+00, 1.50e+01, 2.67e+00]
26400 [9.92e+00, 1.50e+01, 2.67e+00]
27000 [9.93e+00, 1.50e+01, 2.67e+00]
27600 [9.93e+00, 1.50e+01, 2.67e+00]
28200 [9.94e+00, 1.50e+01, 2.67e+00]
28800 [9.94e+00, 1.50e+01, 2.67e+00]
29400 [9.94e+00, 1.50e+01, 2.67e+00]
30000 [9.95e+00, 1.50e+01, 2.67e+00]
30600 [9.95e+00, 1.50e+01, 2.67e+00]
31200 [9.95e+00, 1.50e+01, 2.67e+00]
31800 [9.95e+00, 1.50e+01, 2.67e+00]
32400 [9.96e+00, 1.50e+01, 2.67e+00]
33000 [9.96e+00, 1.50e+01, 2.67e+00]
33600 [9.96e+00, 1.50e+01, 2.67e+00]
34200 [9.96e+00, 1.50e+01, 2.67e+00]
34800 [9.96e+00, 1.50e+01, 2.67e+00]
35400 [9.97e+00, 1.50e+01, 2.67e+00]
36000 [9.97e+00, 1.50e+01, 2.67e+00]
36600 [9.97e+00, 1.50e+01, 2.67e+00]
37200 [9.97e+00, 1.50e+01, 2.67e+00]
37800 [9.97e+00, 1.50e+01, 2.67e+00]
38400 [9.97e+00, 1.50e+01, 2.67e+00]
39000 [9.97e+00, 1.50e+01, 2.67e+00]
39600 [9.97e+00, 1.50e+01, 2.67e+00]
40200 [9.97e+00, 1.50e+01, 2.67e+00]
40800 [9.98e+00, 1.50e+01, 2.67e+00]
41400 [9.98e+00, 1.50e+01, 2.67e+00]
42000 [9.98e+00, 1.50e+01, 2.67e+00]
42600 [9.98e+00, 1.50e+01, 2.67e+00]
43200 [9.98e+00, 1.50e+01, 2.67e+00]
43800 [9.98e+00, 1.50e+01, 2.67e+00]
44400 [9.98e+00, 1.50e+01, 2.67e+00]
45000 [9.98e+00, 1.50e+01, 2.67e+00]
45600 [9.98e+00, 1.50e+01, 2.67e+00]
46200 [9.98e+00, 1.50e+01, 2.67e+00]
46800 [9.98e+00, 1.50e+01, 2.67e+00]
47400 [9.98e+00, 1.50e+01, 2.67e+00]
48000 [9.98e+00, 1.50e+01, 2.67e+00]
48600 [9.98e+00, 1.50e+01, 2.67e+00]
49200 [9.98e+00, 1.50e+01, 2.67e+00]
49800 [9.99e+00, 1.50e+01, 2.67e+00]
50400 [9.99e+00, 1.50e+01, 2.67e+00]
51000 [9.99e+00, 1.50e+01, 2.67e+00]
51600 [9.99e+00, 1.50e+01, 2.67e+00]
52200 [9.99e+00, 1.50e+01, 2.67e+00]
52800 [9.99e+00, 1.50e+01, 2.67e+00]
53400 [9.99e+00, 1.50e+01, 2.67e+00]
54000 [9.99e+00, 1.50e+01, 2.67e+00]
54600 [9.99e+00, 1.50e+01, 2.67e+00]
55200 [9.99e+00, 1.50e+01, 2.67e+00]
55800 [9.99e+00, 1.50e+01, 2.67e+00]
56400 [9.99e+00, 1.50e+01, 2.67e+00]
57000 [9.99e+00, 1.50e+01, 2.67e+00]
57600 [9.99e+00, 1.50e+01, 2.67e+00]
58200 [9.99e+00, 1.50e+01, 2.67e+00]
58800 [9.99e+00, 1.50e+01, 2.67e+00]
59400 [9.99e+00, 1.50e+01, 2.67e+00]
60000 [9.99e+00, 1.50e+01, 2.67e+00]
