forecast_date,target,target_end_date,location,type,quantile,value
2021-10-31,1 wk ahead inc case,2021-11-06,29510,quantile,0.900,215.52709456234308
2021-10-31,1 wk ahead inc case,2021-11-06,29510,quantile,0.975,302.8554040294292
2021-10-31,1 wk ahead inc case,2021-11-06,30001,quantile,0.025,19.47242044596381
2021-10-31,1 wk ahead inc case,2021-11-06,30001,quantile,0.100,28.829071918403105
2021-10-31,1 wk ahead inc case,2021-11-06,30001,quantile,0.250,34.63026395790994
2021-10-31,1 wk ahead inc case,2021-11-06,30001,quantile,0.500,43.45288505079412
2021-10-31,1 wk ahead inc case,2021-11-06,30001,point,NA,43.45288505079412
2021-10-31,1 wk ahead inc case,2021-11-06,30001,quantile,0.750,52.08152739995545
2021-10-31,1 wk ahead inc case,2021-11-06,30001,quantile,0.900,61.698919853100215
2021-10-31,1 wk ahead inc case,2021-11-06,30001,quantile,0.975,80.52845685145392
2021-10-31,1 wk ahead inc case,2021-11-06,30003,quantile,0.025,16.016032062396157
2021-10-31,1 wk ahead inc case,2021-11-06,30003,quantile,0.100,22.295410489620267
2021-10-31,1 wk ahead inc case,2021-11-06,30003,quantile,0.250,26.45355648526503
2021-10-31,1 wk ahead inc case,2021-11-06,30003,quantile,0.500,32.61611541885498
2021-10-31,1 wk ahead inc case,2021-11-06,30003,point,NA,32.61611541885498
2021-10-31,1 wk ahead inc case,2021-11-06,30003,quantile,0.750,39.03141429725332
2021-10-31,1 wk ahead inc case,2021-11-06,30003,quantile,0.900,46.84398872182136
2021-10-31,1 wk ahead inc case,2021-11-06,30003,quantile,0.975,62.169033441595815
2021-10-31,1 wk ahead inc case,2021-11-06,30005,quantile,0.025,7.411071090476048
2021-10-31,1 wk ahead inc case,2021-11-06,30005,quantile,0.100,14.05489179413068
2021-10-31,1 wk ahead inc case,2021-11-06,30005,quantile,0.250,20.15775304324192
2021-10-31,1 wk ahead inc case,2021-11-06,30005,quantile,0.500,28.68264349062876
2021-10-31,1 wk ahead inc case,2021-11-06,30005,point,NA,28.68264349062876
2021-10-31,1 wk ahead inc case,2021-11-06,30005,quantile,0.750,39.08919186049358
2021-10-31,1 wk ahead inc case,2021-11-06,30005,quantile,0.900,49.87123359489941
2021-10-31,1 wk ahead inc case,2021-11-06,30005,quantile,0.975,75.02453592405429
2021-10-31,1 wk ahead inc case,2021-11-06,30007,quantile,0.025,6.984613258221956
2021-10-31,1 wk ahead inc case,2021-11-06,30007,quantile,0.100,10.631831841131818
2021-10-31,1 wk ahead inc case,2021-11-06,30007,quantile,0.250,13.16138370677172
2021-10-31,1 wk ahead inc case,2021-11-06,30007,quantile,0.500,16.80713461984421
2021-10-31,1 wk ahead inc case,2021-11-06,30007,point,NA,16.80713461984421
2021-10-31,1 wk ahead inc case,2021-11-06,30007,quantile,0.750,20.81671910920688
2021-10-31,1 wk ahead inc case,2021-11-06,30007,quantile,0.900,25.544055440183072
2021-10-31,1 wk ahead inc case,2021-11-06,30007,quantile,0.975,35.399457900404364
2021-10-31,1 wk ahead inc case,2021-11-06,30009,quantile,0.025,9.144868867112647
2021-10-31,1 wk ahead inc case,2021-11-06,30009,quantile,0.100,15.065418540627537
2021-10-31,1 wk ahead inc case,2021-11-06,30009,quantile,0.250,20.682167213709665
2021-10-31,1 wk ahead inc case,2021-11-06,30009,quantile,0.500,28.667359844640707
2021-10-31,1 wk ahead inc case,2021-11-06,30009,point,NA,28.667359844640707
2021-10-31,1 wk ahead inc case,2021-11-06,30009,quantile,0.750,39.12538866102226
2021-10-31,1 wk ahead inc case,2021-11-06,30009,quantile,0.900,50.945540839815045
2021-10-31,1 wk ahead inc case,2021-11-06,30009,quantile,0.975,76.13566509406687
2021-10-31,1 wk ahead inc case,2021-11-06,30011,quantile,0.025,0.0522689158601597
2021-10-31,1 wk ahead inc case,2021-11-06,30011,quantile,0.100,0.0915738465688518
2021-10-31,1 wk ahead inc case,2021-11-06,30011,quantile,0.250,0.3035867742089528
2021-10-31,1 wk ahead inc case,2021-11-06,30011,quantile,0.500,0.887981634990342
2021-10-31,1 wk ahead inc case,2021-11-06,30011,point,NA,0.887981634990342
2021-10-31,1 wk ahead inc case,2021-11-06,30011,quantile,0.750,1.68142864224348
2021-10-31,1 wk ahead inc case,2021-11-06,30011,quantile,0.900,2.837296214934062
2021-10-31,1 wk ahead inc case,2021-11-06,30011,quantile,0.975,5.4263420798102855
2021-10-31,1 wk ahead inc case,2021-11-06,30013,quantile,0.025,232.4960587268848
2021-10-31,1 wk ahead inc case,2021-11-06,30013,quantile,0.100,320.9075221589006
2021-10-31,1 wk ahead inc case,2021-11-06,30013,quantile,0.250,365.8537776923209
2021-10-31,1 wk ahead inc case,2021-11-06,30013,quantile,0.500,440.1063329190472
2021-10-31,1 wk ahead inc case,2021-11-06,30013,point,NA,440.1063329190472
2021-10-31,1 wk ahead inc case,2021-11-06,30013,quantile,0.750,504.8804523180149
2021-10-31,1 wk ahead inc case,2021-11-06,30013,quantile,0.900,575.9363613758612
2021-10-31,1 wk ahead inc case,2021-11-06,30013,quantile,0.975,731.3895213338515
2021-10-31,1 wk ahead inc case,2021-11-06,30015,quantile,0.025,8.369515086797895
2021-10-31,1 wk ahead inc case,2021-11-06,30015,quantile,0.100,12.054214329385267
2021-10-31,1 wk ahead inc case,2021-11-06,30015,quantile,0.250,14.748933710789393
2021-10-31,1 wk ahead inc case,2021-11-06,30015,quantile,0.500,18.72612416916158
2021-10-31,1 wk ahead inc case,2021-11-06,30015,point,NA,18.72612416916158
2021-10-31,1 wk ahead inc case,2021-11-06,30015,quantile,0.750,22.959364132344746
2021-10-31,1 wk ahead inc case,2021-11-06,30015,quantile,0.900,27.89126719127516
2021-10-31,1 wk ahead inc case,2021-11-06,30015,quantile,0.975,37.4190541629881
2021-10-31,1 wk ahead inc case,2021-11-06,30017,quantile,0.025,31.4627417627358
2021-10-31,1 wk ahead inc case,2021-11-06,30017,quantile,0.100,43.60476532279203
2021-10-31,1 wk ahead inc case,2021-11-06,30017,quantile,0.250,49.732382033867125
2021-10-31,1 wk ahead inc case,2021-11-06,30017,quantile,0.500,59.85003589445984
2021-10-31,1 wk ahead inc case,2021-11-06,30017,point,NA,59.85003589445984
2021-10-31,1 wk ahead inc case,2021-11-06,30017,quantile,0.750,69.12852285219617
2021-10-31,1 wk ahead inc case,2021-11-06,30017,quantile,0.900,79.80999647154641
2021-10-31,1 wk ahead inc case,2021-11-06,30017,quantile,0.975,100.38017140123168
2021-10-31,1 wk ahead inc case,2021-11-06,30019,quantile,0.025,5.599543628978423
2021-10-31,1 wk ahead inc case,2021-11-06,30019,quantile,0.100,6.949774443037245
2021-10-31,1 wk ahead inc case,2021-11-06,30019,quantile,0.250,7.71573811029707
2021-10-31,1 wk ahead inc case,2021-11-06,30019,quantile,0.500,9.062907660409548
2021-10-31,1 wk ahead inc case,2021-11-06,30019,point,NA,9.062907660409548
2021-10-31,1 wk ahead inc case,2021-11-06,30019,quantile,0.750,10.319499995847636
2021-10-31,1 wk ahead inc case,2021-11-06,30019,quantile,0.900,11.924721199869335
2021-10-31,1 wk ahead inc case,2021-11-06,30019,quantile,0.975,14.511736229187395
2021-10-31,1 wk ahead inc case,2021-11-06,30021,quantile,0.025,21.425385450980084
2021-10-31,1 wk ahead inc case,2021-11-06,30021,quantile,0.100,31.44611297323557
2021-10-31,1 wk ahead inc case,2021-11-06,30021,quantile,0.250,37.58274126677992
2021-10-31,1 wk ahead inc case,2021-11-06,30021,quantile,0.500,46.93189128296135
2021-10-31,1 wk ahead inc case,2021-11-06,30021,point,NA,46.93189128296135
2021-10-31,1 wk ahead inc case,2021-11-06,30021,quantile,0.750,55.77758174060773
2021-10-31,1 wk ahead inc case,2021-11-06,30021,quantile,0.900,65.32773958109142
2021-10-31,1 wk ahead inc case,2021-11-06,30021,quantile,0.975,85.01650814971288
2021-10-31,1 wk ahead inc case,2021-11-06,30023,quantile,0.025,17.692332867760864
2021-10-31,1 wk ahead inc case,2021-11-06,30023,quantile,0.100,24.18222065798928
2021-10-31,1 wk ahead inc case,2021-11-06,30023,quantile,0.250,27.922485736818093
2021-10-31,1 wk ahead inc case,2021-11-06,30023,quantile,0.500,33.881570772071164
2021-10-31,1 wk ahead inc case,2021-11-06,30023,point,NA,33.881570772071164
2021-10-31,1 wk ahead inc case,2021-11-06,30023,quantile,0.750,39.59685306760261
2021-10-31,1 wk ahead inc case,2021-11-06,30023,quantile,0.900,45.63440193427285
2021-10-31,1 wk ahead inc case,2021-11-06,30023,quantile,0.975,57.40152709635933
2021-10-31,1 wk ahead inc case,2021-11-06,30025,quantile,0.025,2.146244620953016
2021-10-31,1 wk ahead inc case,2021-11-06,30025,quantile,0.100,4.877360259536397
2021-10-31,1 wk ahead inc case,2021-11-06,30025,quantile,0.250,7.665924327179612
2021-10-31,1 wk ahead inc case,2021-11-06,30025,quantile,0.500,11.512647659747929
2021-10-31,1 wk ahead inc case,2021-11-06,30025,point,NA,11.512647659747929
2021-10-31,1 wk ahead inc case,2021-11-06,30025,quantile,0.750,15.97655399829473
2021-10-31,1 wk ahead inc case,2021-11-06,30025,quantile,0.900,20.89860508653965
2021-10-31,1 wk ahead inc case,2021-11-06,30025,quantile,0.975,31.314679263705514
2021-10-31,1 wk ahead inc case,2021-11-06,30027,quantile,0.025,38.98624582106986
2021-10-31,1 wk ahead inc case,2021-11-06,30027,quantile,0.100,62.806178402930186
2021-10-31,1 wk ahead inc case,2021-11-06,30027,quantile,0.250,79.02035584776938
2021-10-31,1 wk ahead inc case,2021-11-06,30027,quantile,0.500,103.1350397407069
2021-10-31,1 wk ahead inc case,2021-11-06,30027,point,NA,103.1350397407069
2021-10-31,1 wk ahead inc case,2021-11-06,30027,quantile,0.750,123.91587623303866
2021-10-31,1 wk ahead inc case,2021-11-06,30027,quantile,0.900,145.64131502216892
2021-10-31,1 wk ahead inc case,2021-11-06,30027,quantile,0.975,191.78288234522043
2021-10-31,1 wk ahead inc case,2021-11-06,30029,quantile,0.025,252.85846807714188
2021-10-31,1 wk ahead inc case,2021-11-06,30029,quantile,0.100,327.4677851348119
2021-10-31,1 wk ahead inc case,2021-11-06,30029,quantile,0.250,362.383197459174
2021-10-31,1 wk ahead inc case,2021-11-06,30029,quantile,0.500,423.417126840342
2021-10-31,1 wk ahead inc case,2021-11-06,30029,point,NA,423.417126840342
2021-10-31,1 wk ahead inc case,2021-11-06,30029,quantile,0.750,476.6899599927516
2021-10-31,1 wk ahead inc case,2021-11-06,30029,quantile,0.900,534.2153539911334
2021-10-31,1 wk ahead inc case,2021-11-06,30029,quantile,0.975,669.4771591774561
2021-10-31,1 wk ahead inc case,2021-11-06,30031,quantile,0.025,276.9503165969133
2021-10-31,1 wk ahead inc case,2021-11-06,30031,quantile,0.100,359.03968510636656
2021-10-31,1 wk ahead inc case,2021-11-06,30031,quantile,0.250,397.4193725982047
2021-10-31,1 wk ahead inc case,2021-11-06,30031,quantile,0.500,465.8155114625376
2021-10-31,1 wk ahead inc case,2021-11-06,30031,point,NA,465.8155114625376
2021-10-31,1 wk ahead inc case,2021-11-06,30031,quantile,0.750,524.1440407105614
2021-10-31,1 wk ahead inc case,2021-11-06,30031,quantile,0.900,597.7015399112961
2021-10-31,1 wk ahead inc case,2021-11-06,30031,quantile,0.975,744.6823876016811
2021-10-31,1 wk ahead inc case,2021-11-06,30033,quantile,0.025,1.5720383836687604
2021-10-31,1 wk ahead inc case,2021-11-06,30033,quantile,0.100,3.61432518470977
2021-10-31,1 wk ahead inc case,2021-11-06,30033,quantile,0.250,5.482472757834109
2021-10-31,1 wk ahead inc case,2021-11-06,30033,quantile,0.500,7.953963875085382
2021-10-31,1 wk ahead inc case,2021-11-06,30033,point,NA,7.953963875085382
2021-10-31,1 wk ahead inc case,2021-11-06,30033,quantile,0.750,10.44769834784335
2021-10-31,1 wk ahead inc case,2021-11-06,30033,quantile,0.900,12.981447994368644
2021-10-31,1 wk ahead inc case,2021-11-06,30033,quantile,0.975,18.131927358204106
2021-10-31,1 wk ahead inc case,2021-11-06,30035,quantile,0.025,23.920926888034984
2021-10-31,1 wk ahead inc case,2021-11-06,30035,quantile,0.100,33.91505684636203
2021-10-31,1 wk ahead inc case,2021-11-06,30035,quantile,0.250,40.71568453109157
2021-10-31,1 wk ahead inc case,2021-11-06,30035,quantile,0.500,50.95344864001831
2021-10-31,1 wk ahead inc case,2021-11-06,30035,point,NA,50.95344864001831
2021-10-31,1 wk ahead inc case,2021-11-06,30035,quantile,0.750,61.77083599102257
2021-10-31,1 wk ahead inc case,2021-11-06,30035,quantile,0.900,74.30153197910447
2021-10-31,1 wk ahead inc case,2021-11-06,30035,quantile,0.975,100.02761085961464
2021-10-31,1 wk ahead inc case,2021-11-06,30037,quantile,0.025,1.465502971825275
2021-10-31,1 wk ahead inc case,2021-11-06,30037,quantile,0.100,4.923347871880956
2021-10-31,1 wk ahead inc case,2021-11-06,30037,quantile,0.250,8.76009952633927
2021-10-31,1 wk ahead inc case,2021-11-06,30037,quantile,0.500,13.63153192916938
2021-10-31,1 wk ahead inc case,2021-11-06,30037,point,NA,13.63153192916938
2021-10-31,1 wk ahead inc case,2021-11-06,30037,quantile,0.750,18.19707825746607
2021-10-31,1 wk ahead inc case,2021-11-06,30037,quantile,0.900,22.8245500622928
2021-10-31,1 wk ahead inc case,2021-11-06,30037,quantile,0.975,32.829804781437005
2021-10-31,1 wk ahead inc case,2021-11-06,30039,quantile,0.025,6.35694171024315
2021-10-31,1 wk ahead inc case,2021-11-06,30039,quantile,0.100,10.287505600639522
2021-10-31,1 wk ahead inc case,2021-11-06,30039,quantile,0.250,13.234570565175169
2021-10-31,1 wk ahead inc case,2021-11-06,30039,quantile,0.500,17.532447297456287
2021-10-31,1 wk ahead inc case,2021-11-06,30039,point,NA,17.532447297456287
2021-10-31,1 wk ahead inc case,2021-11-06,30039,quantile,0.750,22.08805771346928
2021-10-31,1 wk ahead inc case,2021-11-06,30039,quantile,0.900,26.85821769205086
2021-10-31,1 wk ahead inc case,2021-11-06,30039,quantile,0.975,36.67369284720572
2021-10-31,1 wk ahead inc case,2021-11-06,30041,quantile,0.025,26.429877879189945
2021-10-31,1 wk ahead inc case,2021-11-06,30041,quantile,0.100,39.052670214718965
2021-10-31,1 wk ahead inc case,2021-11-06,30041,quantile,0.250,48.29873490914196
2021-10-31,1 wk ahead inc case,2021-11-06,30041,quantile,0.500,61.70962062247762
2021-10-31,1 wk ahead inc case,2021-11-06,30041,point,NA,61.70962062247762
2021-10-31,1 wk ahead inc case,2021-11-06,30041,quantile,0.750,77.0878035456798
2021-10-31,1 wk ahead inc case,2021-11-06,30041,quantile,0.900,94.03092947426224
2021-10-31,1 wk ahead inc case,2021-11-06,30041,quantile,0.975,126.85728924568512
2021-10-31,1 wk ahead inc case,2021-11-06,30043,quantile,0.025,20.14165564947885
2021-10-31,1 wk ahead inc case,2021-11-06,30043,quantile,0.100,28.67981612153933
2021-10-31,1 wk ahead inc case,2021-11-06,30043,quantile,0.250,34.1468015819978
2021-10-31,1 wk ahead inc case,2021-11-06,30043,quantile,0.500,42.38802800585883
2021-10-31,1 wk ahead inc case,2021-11-06,30043,point,NA,42.38802800585883
2021-10-31,1 wk ahead inc case,2021-11-06,30043,quantile,0.750,50.752711738642375
2021-10-31,1 wk ahead inc case,2021-11-06,30043,quantile,0.900,60.86681946463214
2021-10-31,1 wk ahead inc case,2021-11-06,30043,quantile,0.975,79.8892596847519
2021-10-31,1 wk ahead inc case,2021-11-06,30045,quantile,0.025,2.55279103295699
2021-10-31,1 wk ahead inc case,2021-11-06,30045,quantile,0.100,3.863803974822147
2021-10-31,1 wk ahead inc case,2021-11-06,30045,quantile,0.250,4.857602927739122
2021-10-31,1 wk ahead inc case,2021-11-06,30045,quantile,0.500,6.317325991574342
2021-10-31,1 wk ahead inc case,2021-11-06,30045,point,NA,6.317325991574342
2021-10-31,1 wk ahead inc case,2021-11-06,30045,quantile,0.750,7.874985453278203
2021-10-31,1 wk ahead inc case,2021-11-06,30045,quantile,0.900,9.620799571868996
2021-10-31,1 wk ahead inc case,2021-11-06,30045,quantile,0.975,12.98830666933155
2021-10-31,1 wk ahead inc case,2021-11-06,30047,quantile,0.025,76.34175533386527
2021-10-31,1 wk ahead inc case,2021-11-06,30047,quantile,0.100,101.64959976664085
2021-10-31,1 wk ahead inc case,2021-11-06,30047,quantile,0.250,114.3254852063216
2021-10-31,1 wk ahead inc case,2021-11-06,30047,quantile,0.500,135.950686326067
2021-10-31,1 wk ahead inc case,2021-11-06,30047,point,NA,135.950686326067
2021-10-31,1 wk ahead inc case,2021-11-06,30047,quantile,0.750,156.1097391997977
2021-10-31,1 wk ahead inc case,2021-11-06,30047,quantile,0.900,180.2481607992135
2021-10-31,1 wk ahead inc case,2021-11-06,30047,quantile,0.975,228.47756990990808
2021-10-31,1 wk ahead inc case,2021-11-06,30049,quantile,0.025,216.5750938095399
2021-10-31,1 wk ahead inc case,2021-11-06,30049,quantile,0.100,271.48663634079986
2021-10-31,1 wk ahead inc case,2021-11-06,30049,quantile,0.250,295.7877136574472
2021-10-31,1 wk ahead inc case,2021-11-06,30049,quantile,0.500,343.29966811766894
2021-10-31,1 wk ahead inc case,2021-11-06,30049,point,NA,343.29966811766894
2021-10-31,1 wk ahead inc case,2021-11-06,30049,quantile,0.750,384.0306923885244
2021-10-31,1 wk ahead inc case,2021-11-06,30049,quantile,0.900,434.1976272486965
2021-10-31,1 wk ahead inc case,2021-11-06,30049,quantile,0.975,535.236399422091
2021-10-31,1 wk ahead inc case,2021-11-06,30051,quantile,0.025,1.4741037715290948
2021-10-31,1 wk ahead inc case,2021-11-06,30051,quantile,0.100,2.4984759466007787
2021-10-31,1 wk ahead inc case,2021-11-06,30051,quantile,0.250,3.3347415292100893
2021-10-31,1 wk ahead inc case,2021-11-06,30051,quantile,0.500,4.5051042762987255
2021-10-31,1 wk ahead inc case,2021-11-06,30051,point,NA,4.5051042762987255
2021-10-31,1 wk ahead inc case,2021-11-06,30051,quantile,0.750,5.9633247786071015
2021-10-31,1 wk ahead inc case,2021-11-06,30051,quantile,0.900,7.621223971797569
2021-10-31,1 wk ahead inc case,2021-11-06,30051,quantile,0.975,10.917676099052446
2021-10-31,1 wk ahead inc case,2021-11-06,30053,quantile,0.025,26.87032960129685
2021-10-31,1 wk ahead inc case,2021-11-06,30053,quantile,0.100,38.74942605895386
2021-10-31,1 wk ahead inc case,2021-11-06,30053,quantile,0.250,46.14659526665256
2021-10-31,1 wk ahead inc case,2021-11-06,30053,quantile,0.500,56.73459766986863
2021-10-31,1 wk ahead inc case,2021-11-06,30053,point,NA,56.73459766986863
2021-10-31,1 wk ahead inc case,2021-11-06,30053,quantile,0.750,67.90368193181715
2021-10-31,1 wk ahead inc case,2021-11-06,30053,quantile,0.900,81.36286701150576
2021-10-31,1 wk ahead inc case,2021-11-06,30053,quantile,0.975,107.6521997108054
2021-10-31,1 wk ahead inc case,2021-11-06,30055,quantile,0.025,1.210327627876044
2021-10-31,1 wk ahead inc case,2021-11-06,30055,quantile,0.100,2.863780937070989
2021-10-31,1 wk ahead inc case,2021-11-06,30055,quantile,0.250,4.540537419707691
2021-10-31,1 wk ahead inc case,2021-11-06,30055,quantile,0.500,6.80928488786369
2021-10-31,1 wk ahead inc case,2021-11-06,30055,point,NA,6.80928488786369
2021-10-31,1 wk ahead inc case,2021-11-06,30055,quantile,0.750,9.424614579660345
2021-10-31,1 wk ahead inc case,2021-11-06,30055,quantile,0.900,12.077977956666128
2021-10-31,1 wk ahead inc case,2021-11-06,30055,quantile,0.975,17.62812254400763
2021-10-31,1 wk ahead inc case,2021-11-06,30057,quantile,0.025,17.599727310778626
2021-10-31,1 wk ahead inc case,2021-11-06,30057,quantile,0.100,24.57826027128393
2021-10-31,1 wk ahead inc case,2021-11-06,30057,quantile,0.250,28.80314918793681
2021-10-31,1 wk ahead inc case,2021-11-06,30057,quantile,0.500,35.42221192956713
2021-10-31,1 wk ahead inc case,2021-11-06,30057,point,NA,35.42221192956713
2021-10-31,1 wk ahead inc case,2021-11-06,30057,quantile,0.750,42.05070752026791
2021-10-31,1 wk ahead inc case,2021-11-06,30057,quantile,0.900,49.52757298945932
2021-10-31,1 wk ahead inc case,2021-11-06,30057,quantile,0.975,64.30708039465914
2021-10-31,1 wk ahead inc case,2021-11-06,30059,quantile,0.025,1.6484060134200416
2021-10-31,1 wk ahead inc case,2021-11-06,30059,quantile,0.100,2.802069878660264
2021-10-31,1 wk ahead inc case,2021-11-06,30059,quantile,0.250,3.8419171087953177
2021-10-31,1 wk ahead inc case,2021-11-06,30059,quantile,0.500,5.286928371811524
2021-10-31,1 wk ahead inc case,2021-11-06,30059,point,NA,5.286928371811524
2021-10-31,1 wk ahead inc case,2021-11-06,30059,quantile,0.750,7.096050691775657
2021-10-31,1 wk ahead inc case,2021-11-06,30059,quantile,0.900,9.199229508781857
2021-10-31,1 wk ahead inc case,2021-11-06,30059,quantile,0.975,13.55265900292824
2021-10-31,1 wk ahead inc case,2021-11-06,30061,quantile,0.025,5.568938631494241
2021-10-31,1 wk ahead inc case,2021-11-06,30061,quantile,0.100,8.822581915769234
2021-10-31,1 wk ahead inc case,2021-11-06,30061,quantile,0.250,11.001708603385858
2021-10-31,1 wk ahead inc case,2021-11-06,30061,quantile,0.500,14.141737475007444
2021-10-31,1 wk ahead inc case,2021-11-06,30061,point,NA,14.141737475007444
2021-10-31,1 wk ahead inc case,2021-11-06,30061,quantile,0.750,17.633759695718048
2021-10-31,1 wk ahead inc case,2021-11-06,30061,quantile,0.900,21.38103788152613
2021-10-31,1 wk ahead inc case,2021-11-06,30061,quantile,0.975,27.50584902439383
2021-10-31,1 wk ahead inc case,2021-11-06,30063,quantile,0.025,293.9242012521201
2021-10-31,1 wk ahead inc case,2021-11-06,30063,quantile,0.100,360.3678737167168
2021-10-31,1 wk ahead inc case,2021-11-06,30063,quantile,0.250,390.72451595933256
2021-10-31,1 wk ahead inc case,2021-11-06,30063,quantile,0.500,449.1909185467219
2021-10-31,1 wk ahead inc case,2021-11-06,30063,point,NA,449.1909185467219
2021-10-31,1 wk ahead inc case,2021-11-06,30063,quantile,0.750,502.6899808644913
2021-10-31,1 wk ahead inc case,2021-11-06,30063,quantile,0.900,569.92183057099
2021-10-31,1 wk ahead inc case,2021-11-06,30063,quantile,0.975,694.995682391272
2021-10-31,1 wk ahead inc case,2021-11-06,30065,quantile,0.025,12.864891955752649
2021-10-31,1 wk ahead inc case,2021-11-06,30065,quantile,0.100,22.457021692089143
2021-10-31,1 wk ahead inc case,2021-11-06,30065,quantile,0.250,30.9557816014832
2021-10-31,1 wk ahead inc case,2021-11-06,30065,quantile,0.500,44.45958736557729
2021-10-31,1 wk ahead inc case,2021-11-06,30065,point,NA,44.45958736557729
2021-10-31,1 wk ahead inc case,2021-11-06,30065,quantile,0.750,59.59084840068928
2021-10-31,1 wk ahead inc case,2021-11-06,30065,quantile,0.900,75.62781030548844
2021-10-31,1 wk ahead inc case,2021-11-06,30065,quantile,0.975,109.77710967481045
2021-10-31,1 wk ahead inc case,2021-11-06,30067,quantile,0.025,45.175818438268095
2021-10-31,1 wk ahead inc case,2021-11-06,30067,quantile,0.100,63.07243395747968
2021-10-31,1 wk ahead inc case,2021-11-06,30067,quantile,0.250,73.22872196404704
2021-10-31,1 wk ahead inc case,2021-11-06,30067,quantile,0.500,89.66774024436408
2021-10-31,1 wk ahead inc case,2021-11-06,30067,point,NA,89.66774024436408
2021-10-31,1 wk ahead inc case,2021-11-06,30067,quantile,0.750,104.67797626896352
2021-10-31,1 wk ahead inc case,2021-11-06,30067,quantile,0.900,121.30576325078124
2021-10-31,1 wk ahead inc case,2021-11-06,30067,quantile,0.975,155.6058037624281
2021-10-31,1 wk ahead inc case,2021-11-06,30069,quantile,0.025,0
2021-10-31,1 wk ahead inc case,2021-11-06,30069,quantile,0.100,0.0004032497086206
2021-10-31,1 wk ahead inc case,2021-11-06,30069,quantile,0.250,0.0607699156372309
2021-10-31,1 wk ahead inc case,2021-11-06,30069,quantile,0.500,0.2669346350850807
2021-10-31,1 wk ahead inc case,2021-11-06,30069,point,NA,0.2669346350850807
2021-10-31,1 wk ahead inc case,2021-11-06,30069,quantile,0.750,0.6255892905044531
2021-10-31,1 wk ahead inc case,2021-11-06,30069,quantile,0.900,1.208041992139758
2021-10-31,1 wk ahead inc case,2021-11-06,30069,quantile,0.975,2.4936061783283057
2021-10-31,1 wk ahead inc case,2021-11-06,30071,quantile,0.025,11.952980303156224
2021-10-31,1 wk ahead inc case,2021-11-06,30071,quantile,0.100,19.590866730206123
2021-10-31,1 wk ahead inc case,2021-11-06,30071,quantile,0.250,25.20782780372444
2021-10-31,1 wk ahead inc case,2021-11-06,30071,quantile,0.500,33.00484345669116
2021-10-31,1 wk ahead inc case,2021-11-06,30071,point,NA,33.00484345669116
2021-10-31,1 wk ahead inc case,2021-11-06,30071,quantile,0.750,40.52997403341293
2021-10-31,1 wk ahead inc case,2021-11-06,30071,quantile,0.900,47.77320343237973
2021-10-31,1 wk ahead inc case,2021-11-06,30071,quantile,0.975,60.960938744486754
2021-10-31,1 wk ahead inc case,2021-11-06,30073,quantile,0.025,8.228993766286262
2021-10-31,1 wk ahead inc case,2021-11-06,30073,quantile,0.100,11.58316354262864
2021-10-31,1 wk ahead inc case,2021-11-06,30073,quantile,0.250,13.728900073172918
2021-10-31,1 wk ahead inc case,2021-11-06,30073,quantile,0.500,16.999235112024984
2021-10-31,1 wk ahead inc case,2021-11-06,30073,point,NA,16.999235112024984
2021-10-31,1 wk ahead inc case,2021-11-06,30073,quantile,0.750,20.477150328115247
2021-10-31,1 wk ahead inc case,2021-11-06,30073,quantile,0.900,24.67064735523192
2021-10-31,1 wk ahead inc case,2021-11-06,30073,quantile,0.975,32.4455542411642
2021-10-31,1 wk ahead inc case,2021-11-06,30075,quantile,0.025,1.319380900670026
2021-10-31,1 wk ahead inc case,2021-11-06,30075,quantile,0.100,2.14743619448393
2021-10-31,1 wk ahead inc case,2021-11-06,30075,quantile,0.250,2.9194011222756244
2021-10-31,1 wk ahead inc case,2021-11-06,30075,quantile,0.500,3.984435958671305
2021-10-31,1 wk ahead inc case,2021-11-06,30075,point,NA,3.984435958671305
2021-10-31,1 wk ahead inc case,2021-11-06,30075,quantile,0.750,5.4345527832454295
2021-10-31,1 wk ahead inc case,2021-11-06,30075,quantile,0.900,7.090103304031323
2021-10-31,1 wk ahead inc case,2021-11-06,30075,quantile,0.975,10.532309036615208
2021-10-31,1 wk ahead inc case,2021-11-06,30077,quantile,0.025,17.220468162556585
2021-10-31,1 wk ahead inc case,2021-11-06,30077,quantile,0.100,27.47976847253794
2021-10-31,1 wk ahead inc case,2021-11-06,30077,quantile,0.250,33.982943158712146
2021-10-31,1 wk ahead inc case,2021-11-06,30077,quantile,0.500,43.35901314491647
2021-10-31,1 wk ahead inc case,2021-11-06,30077,point,NA,43.35901314491647
2021-10-31,1 wk ahead inc case,2021-11-06,30077,quantile,0.750,51.31353545763809
2021-10-31,1 wk ahead inc case,2021-11-06,30077,quantile,0.900,59.96777864679593
2021-10-31,1 wk ahead inc case,2021-11-06,30077,quantile,0.975,80.12143989453222
2021-10-31,1 wk ahead inc case,2021-11-06,30079,quantile,0.025,1.0754118223537428
2021-10-31,1 wk ahead inc case,2021-11-06,30079,quantile,0.100,1.7750133747334178
2021-10-31,1 wk ahead inc case,2021-11-06,30079,quantile,0.250,2.4017974790519325
2021-10-31,1 wk ahead inc case,2021-11-06,30079,quantile,0.500,3.2808563292670208
2021-10-31,1 wk ahead inc case,2021-11-06,30079,point,NA,3.2808563292670208
2021-10-31,1 wk ahead inc case,2021-11-06,30079,quantile,0.750,4.265716184807302
