# x, y
-1.728773474693298340e+00 1.000000000000000000e+00
-1.722212672233581543e+00 1.000000000000000000e+00
-1.715651869773864746e+00 1.000000000000000000e+00
-1.709091067314147949e+00 2.000000000000000000e+00
-1.702530264854431152e+00 3.000000000000000000e+00
-1.695969462394714355e+00 5.000000000000000000e+00
-1.689408659934997559e+00 5.000000000000000000e+00
-1.682847857475280762e+00 5.000000000000000000e+00
-1.676287055015563965e+00 5.000000000000000000e+00
-1.669726252555847168e+00 6.000000000000000000e+00
-1.663165450096130371e+00 7.000000000000000000e+00
-1.656604647636413574e+00 8.000000000000000000e+00
-1.650043725967407227e+00 1.100000000000000000e+01
-1.643482923507690430e+00 1.100000000000000000e+01
-1.636922121047973633e+00 1.100000000000000000e+01
-1.630361318588256836e+00 1.200000000000000000e+01
-1.623800516128540039e+00 1.200000000000000000e+01
-1.617239713668823242e+00 1.200000000000000000e+01
-1.610678911209106445e+00 1.200000000000000000e+01
-1.604118108749389648e+00 1.200000000000000000e+01
-1.597557306289672852e+00 1.300000000000000000e+01
-1.590996503829956055e+00 1.300000000000000000e+01
-1.584435701370239258e+00 1.400000000000000000e+01
-1.577874898910522461e+00 1.500000000000000000e+01
-1.571314096450805664e+00 1.500000000000000000e+01
-1.564753293991088867e+00 1.500000000000000000e+01
-1.558192491531372070e+00 1.500000000000000000e+01
-1.551631689071655273e+00 2.500000000000000000e+01
-1.545070767402648926e+00 2.500000000000000000e+01
-1.538509964942932129e+00 2.500000000000000000e+01
-1.531949162483215332e+00 2.700000000000000000e+01
-1.525388360023498535e+00 3.000000000000000000e+01
-1.518827557563781738e+00 3.000000000000000000e+01
-1.512266755104064941e+00 3.000000000000000000e+01
-1.505705952644348145e+00 4.300000000000000000e+01
-1.499145150184631348e+00 4.500000000000000000e+01
-1.492584347724914551e+00 6.000000000000000000e+01
-1.486023545265197754e+00 6.000000000000000000e+01
-1.479462742805480957e+00 6.500000000000000000e+01
-1.472901940345764160e+00 7.000000000000000000e+01
-1.466341137886047363e+00 8.800000000000000000e+01
-1.459780335426330566e+00 1.040000000000000000e+02
-1.453219532966613770e+00 1.250000000000000000e+02
-1.446658611297607422e+00 1.610000000000000000e+02
-1.440097808837890625e+00 2.280000000000000000e+02
-1.433537006378173828e+00 3.110000000000000000e+02
-1.426976203918457031e+00 4.280000000000000000e+02
-1.420415401458740234e+00 5.470000000000000000e+02
-1.413854598999023438e+00 7.480000000000000000e+02
-1.407293796539306641e+00 1.018000000000000000e+03
-1.400732994079589844e+00 1.263000000000000000e+03
-1.394172191619873047e+00 1.668000000000000000e+03
-1.387611389160156250e+00 2.224000000000000000e+03
-1.381050586700439453e+00 2.898000000000000000e+03
-1.374489784240722656e+00 3.600000000000000000e+03
-1.367928981781005859e+00 4.507000000000000000e+03
-1.361368179321289062e+00 5.906000000000000000e+03
-1.354807376861572266e+00 8.350000000000000000e+03
-1.348246455192565918e+00 1.239300000000000000e+04
-1.341685652732849121e+00 1.801200000000000000e+04
-1.335124850273132324e+00 2.452800000000000000e+04
-1.328564047813415527e+00 3.307300000000000000e+04
-1.322003245353698730e+00 4.350500000000000000e+04
-1.315442442893981934e+00 5.393800000000000000e+04
-1.308881640434265137e+00 6.857200000000000000e+04
-1.302320837974548340e+00 8.557000000000000000e+04
-1.295760035514831543e+00 1.029000000000000000e+05
-1.289199233055114746e+00 1.239660000000000000e+05
-1.282638430595397949e+00 1.424860000000000000e+05
-1.276077628135681152e+00 1.639550000000000000e+05
-1.269516825675964355e+00 1.884610000000000000e+05
-1.262956023216247559e+00 2.153910000000000000e+05
-1.256395220756530762e+00 2.451080000000000000e+05
-1.249834299087524414e+00 2.774260000000000000e+05
-1.243273496627807617e+00 3.125250000000000000e+05
-1.236712694168090820e+00 3.381410000000000000e+05
-1.230151891708374023e+00 3.690570000000000000e+05
-1.223591089248657227e+00 3.993940000000000000e+05
-1.217030286788940430e+00 4.312140000000000000e+05
-1.210469484329223633e+00 4.659130000000000000e+05
-1.203908681869506836e+00 4.993860000000000000e+05
-1.197347879409790039e+00 5.311060000000000000e+05
-1.190787076950073242e+00 5.582490000000000000e+05
