# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.895192638039588928e-02 2.761344984173774719e-02 9.141820669174194336e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 2.576814889907836914e-01 6.606025993824005127e-02 6.002811789512634277e-01 1.895192638039588928e-02 2.761344984173774719e-02 9.141820669174194336e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 2.576814889907836914e-01 6.606025993824005127e-02 6.002811789512634277e-01
1.000000000000000000e+03 5.947147496044635773e-03 8.768011815845966339e-03 2.582559287548065186e-01 1.188798025250434875e-01 8.021184056997299194e-02 1.133486866950988770e+00 2.908334493637084961e+00 1.742518663406372070e+00 2.588311004638671875e+01 5.947147496044635773e-03 8.768011815845966339e-03 2.582559287548065186e-01 1.188798025250434875e-01 8.021184056997299194e-02 1.133486866950988770e+00 2.908334493637084961e+00 1.742518663406372070e+00 2.588311004638671875e+01
2.000000000000000000e+03 1.395519124343991280e-03 1.762080792104825377e-04 2.729068696498870850e-02 1.122167184948921204e-01 6.808798015117645264e-02 1.002377986907958984e+00 2.899087190628051758e+00 1.752103090286254883e+00 2.600555801391601562e+01 1.395519124343991280e-03 1.762080792104825377e-04 2.729068696498870850e-02 1.122167184948921204e-01 6.808798015117645264e-02 1.002377986907958984e+00 2.899087190628051758e+00 1.752103090286254883e+00 2.600555801391601562e+01
3.000000000000000000e+03 3.125981602352112532e-04 1.895714522106572986e-04 4.207559395581483841e-03 1.113188937306404114e-01 6.722078472375869751e-02 1.000805020332336426e+00 2.897033214569091797e+00 1.752927184104919434e+00 2.600511932373046875e+01 3.125981602352112532e-04 1.895714522106572986e-04 4.207559395581483841e-03 1.113188937306404114e-01 6.722078472375869751e-02 1.000805020332336426e+00 2.897033214569091797e+00 1.752927184104919434e+00 2.600511932373046875e+01
4.000000000000000000e+03 6.618551560677587986e-05 1.801287144189700484e-04 1.187027199193835258e-03 1.112136021256446838e-01 6.721855700016021729e-02 1.000171661376953125e+00 2.895316123962402344e+00 1.752852797508239746e+00 2.600452041625976562e+01 6.618551560677587986e-05 1.801287144189700484e-04 1.187027199193835258e-03 1.112136021256446838e-01 6.721855700016021729e-02 1.000171661376953125e+00 2.895316123962402344e+00 1.752852797508239746e+00 2.600452041625976562e+01
5.000000000000000000e+03 2.581934859335888177e-05 2.080650010611861944e-04 5.124970921315252781e-04 1.111833900213241577e-01 6.722746044397354126e-02 1.000053405761718750e+00 2.892649173736572266e+00 1.753006696701049805e+00 2.600240707397460938e+01 2.581934859335888177e-05 2.080650010611861944e-04 5.124970921315252781e-04 1.111833900213241577e-01 6.722746044397354126e-02 1.000053405761718750e+00 2.892649173736572266e+00 1.753006696701049805e+00 2.600240707397460938e+01
6.000000000000000000e+03 1.910106220748275518e-05 2.178409486077725887e-04 3.131204575765877962e-04 1.111197993159294128e-01 6.720990687608718872e-02 9.999694824218750000e-01 2.890246868133544922e+00 1.752504229545593262e+00 2.600128555297851562e+01 1.910106220748275518e-05 2.178409486077725887e-04 3.131204575765877962e-04 1.111197993159294128e-01 6.720990687608718872e-02 9.999694824218750000e-01 2.890246868133544922e+00 1.752504229545593262e+00 2.600128555297851562e+01
7.000000000000000000e+03 1.727493872749619186e-05 2.894034259952604771e-04 3.040020237676799297e-04 1.111414209008216858e-01 6.720694154500961304e-02 1.000038146972656250e+00 2.889636039733886719e+00 1.750772237777709961e+00 2.600092506408691406e+01 1.727493872749619186e-05 2.894034259952604771e-04 3.040020237676799297e-04 1.111414209008216858e-01 6.720694154500961304e-02 1.000038146972656250e+00 2.889636039733886719e+00 1.750772237777709961e+00 2.600092506408691406e+01
8.000000000000000000e+03 3.243424725951626897e-05 2.999104617629200220e-04 3.117216401733458042e-04 1.111309304833412170e-01 6.720396876335144043e-02 1.000091552734375000e+00 2.889203310012817383e+00 1.749749064445495605e+00 2.600087738037109375e+01 3.243424725951626897e-05 2.999104617629200220e-04 3.117216401733458042e-04 1.111309304833412170e-01 6.720396876335144043e-02 1.000091552734375000e+00 2.889203310012817383e+00 1.749749064445495605e+00 2.600087738037109375e+01
9.000000000000000000e+03 2.136391594831366092e-05 2.330528659513220191e-04 2.791714505292475224e-04 1.112896278500556946e-01 6.734199821949005127e-02 1.000133514404296875e+00 2.888822793960571289e+00 1.748789668083190918e+00 2.600045967102050781e+01 2.136391594831366092e-05 2.330528659513220191e-04 2.791714505292475224e-04 1.112896278500556946e-01 6.734199821949005127e-02 1.000133514404296875e+00 2.888822793960571289e+00 1.748789668083190918e+00 2.600045967102050781e+01
